ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,engine_capacity,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,price_in_billion
17042,Domestic assembly,New car,Truck,0,White,Grey,2,2,Petrol,1,Manual,RFD,10.1,Suzuki,Super_Carry,2022,0.249
53794,Imported,New car,SUV,0,Black,Black,5,7,Petrol,3.4,Automatic,AWD,12.8,Toyota,Land_Cruiser,2022,4.286
73954,Domestic assembly,New car,Crossover,0,Silver,Brown,5,8,Petrol,2,Automatic,RFD,11,Toyota,Innova,2023,0.885
74150,Imported,New car,SUV,0,White,Black,5,5,Petrol,1.8,Automatic,FWD,6.5,Toyota,Corolla_Cross,2023,0.754
87573,Domestic assembly,New car,Crossover,0,Silver,Grey,5,8,Petrol,2,Automatic,RFD,11,Toyota,Innova,2022,0.84
97011,Domestic assembly,New car,Van/Minivan,0,White,Grey,5,2,Petrol,1,Manual,RFD,10.1,Suzuki,Super_Carry,2023,0.299
101726,Domestic assembly,New car,SUV,0,White,Black,5,7,Petrol,1.5,Automatic,FWD,7.3,Honda,CR-V,2023,0.948
135739,Imported,New car,SUV,0,Copper,Black,5,7,Petrol,2.7,Automatic,RFD,9.5,Toyota,Fortuner,2023,1.165
142495,Domestic assembly,New car,Pickup,0,Grey,Black,4,5,Diesel,2.2,Automatic,RFD,11.7,Ford,Ranger,2023,0.707
143308,Domestic assembly,New car,Pickup,0,Black,Black,4,5,Diesel,2.2,Automatic,4WD,11.7,Ford,Ranger,2023,0.864
174951,Domestic assembly,New car,Van/Minivan,0,White,Cream,4,7,Diesel,2.2,Manual,RFD,16.9,Ford,Transit,2023,0.94
182003,Domestic assembly,New car,Crossover,0,Silver,Grey,5,8,Petrol,2,Manual,RFD,11,Toyota,Innova,2022,0.715
182298,Imported,New car,SUV,0,White,Cream,5,5,Petrol,2.7,Automatic,4WD,12.2,Toyota,Prado,2022,2.628
183963,Domestic assembly,New car,Sedan,0,White,Yellow,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota,Vios,2022,0.579
203337,Imported,New car,SUV,0,White,Black,5,7,Diesel,2,Automatic,RFD,10.8,Ford,Everest,2023,1.099
211394,Imported,New car,Hatchback,0,Red,Cream,5,5,Petrol,1.5,Automatic,FWD,6,Toyota,Yaris,2022,0.66
304604,Domestic assembly,New car,Sedan,0,Black,Cream,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota,Vios,2022,0.592
449343,Domestic assembly,New car,SUV,0,White,Black,5,7,Petrol,2,Automatic,FWD,10.1,Mitsubishi,Outlander,2022,0.825
449349,Domestic assembly,New car,SUV,0,Silver,Black,5,7,Petrol,1.5,Manual,FWD,10,Mitsubishi,Xpander,2022,0.555
485640,Domestic assembly,New car,SUV,0,White,Black,5,7,Diesel,2.4,Automatic,RFD,9.5,Toyota,Fortuner,2022,1.259
485669,Domestic assembly,New car,Crossover,0,White,Brown,5,8,Petrol,2,Manual,RFD,11,Toyota,Innova,2022,0.755
485675,Domestic assembly,New car,Crossover,0,Silver,Brown,5,8,Petrol,2,Manual,RFD,11,Toyota,Innova,2022,0.755
485696,Imported,New car,SUV,0,Black,Grey,5,7,Petrol,2.7,Automatic,4WD,12.2,Toyota,Prado,2022,2.588
515018,Imported,New car,Truck,0,White,Grey,2,2,Diesel,11.1,Manual,4WD,18.6,Hyundai,HD,2017,1.75
531808,Imported,New car,SUV,0,White,Yellow,5,7,Petrol,2,Automatic,AWD,10.4,Volvo,XC90,2023,3.807
560029,Imported,New car,Truck,0,White,Cream,2,3,Diesel,0,Manual,RFD,0,Isuzu,QKR,2022,0.435
587030,Imported,New car,Truck,0,White,Cream,2,3,Diesel,0,Manual,RFD,18.6,Hyundai,HD,2022,1.75
694755,Domestic assembly,New car,Sedan,0,Brown,Black,4,5,Petrol,1.5,Automatic,FWD,7.1,Honda,City,2023,0.574
698859,Imported,New car,Truck,0,White,Cream,2,3,Diesel,0,Manual,RFD,0,Daewoo,Novus BEN 15 Ton,2022,1.69
747206,Domestic assembly,New car,Sedan,0,White,Black,4,5,Petrol,1.5,Manual,FWD,8.1,Toyota,Vios,2023,0.489
960975,Imported,New car,SUV,0,Green,Brown,5,7,Petrol,2,Automatic,AWD,10.4,Volvo,XC90,2023,3.807
1116138,Imported,New car,SUV,0,Black,Black,5,4,Petrol,2,Automatic,AWD,12.4,Mercedes-Benz,GLS480,2022,8.799
1126086,Domestic assembly,New car,Crossover,0,Red,Brown,5,8,Petrol,2,Automatic,RFD,11,Toyota,Innova,2022,0.885
1168135,Domestic assembly,New car,Crossover,0,Grey,Black,5,8,Petrol,2,Manual,RFD,11,Toyota,Innova,2023,0.74
1185796,Domestic assembly,New car,Truck,0,White,Black,2,2,Petrol,1,Manual,RFD,10.1,Suzuki,Super_Carry,2023,0.285
1210562,Imported,New car,Truck,0,White,Cream,2,3,Diesel,0,Manual,RFD,0,Daewoo,Novus Concrete Mixe,2022,1.9
1247739,Imported,New car,SUV,0,Red,Black,5,5,Petrol,2,Automatic,AWD,5.4,Volvo,V60,2023,2.367
1280936,Imported,New car,Truck,0,White,Cream,2,3,Diesel,0,Manual,RFD,10,Hino,500_Series,2022,1.255
1342584,Imported,New car,SUV,0,Black,Cream,5,7,Petrol,3,Automatic,AWD,11.9,Mercedes-Benz,GLS450,2022,5.389
1342730,Domestic assembly,New car,Sedan,0,Black,Black,4,5,Petrol,1.5,Automatic,RFD,4.4,Mercedes-Benz,C200,2022,1.388
1343488,Imported,New car,Van/Minivan,0,Black,Black,5,6,Petrol,2,Automatic,RFD,18,Mercedes-Benz,V250,2022,3.669
1343600,Domestic assembly,New car,SUV,0,White,Brown,4,5,Petrol,2,Automatic,AWD,9.4,Mercedes-Benz,GLC300,2022,2.3
1343791,Imported,New car,Sedan,0,Black,Cream,4,4,Petrol,2,Automatic,AWD,12.4,Mercedes-Benz,S450,2022,8.199
1347208,Imported,New car,Sedan,0,Black,Brown,4,5,Petrol,3,Automatic,RFD,3.7,Mercedes-Benz,S450,2022,5.559
1393396,Domestic assembly,New car,Sedan,0,Grey,Black,4,5,Petrol,1.5,Automatic,FWD,7.8,Mazda,3,2023,0.729
1393417,Domestic assembly,New car,Sedan,0,Red,Black,4,5,Petrol,1.5,Automatic,FWD,7.8,Mazda,3,2023,0.579
1394005,Domestic assembly,New car,Hatchback,0,Red,Black,5,5,Petrol,1.5,Automatic,FWD,7.8,Mazda,3,2023,0.679
1429536,Domestic assembly,New car,Sedan,0,Black,Grey,4,5,Petrol,2,Manual,FWD,8.8,Hyundai,Accent,2023,0.425
1429547,Domestic assembly,New car,SUV,0,Black,Brown,5,7,Petrol,2.5,Automatic,AWD,9.4,Hyundai,Santa_Fe,2023,1.2
1429562,Domestic assembly,New car,Crossover,0,White,Black,5,5,Petrol,2,Automatic,FWD,8.2,Hyundai,Tucson,2022,0.792
1429579,Imported,New car,Van/Minivan,0,White,Black,5,7,Petrol,1.5,Automatic,FWD,0,Hyundai,Stargazer,2022,0.548
1429653,Imported,New car,Crossover,0,White,Black,5,5,Petrol,1.5,Automatic,FWD,7.4,Hyundai,Creta,2022,0.567
1464997,Domestic assembly,New car,Hatchback,0,White,Colorful,5,5,Petrol,1.25,Automatic,FWD,6.7,Hyundai,i10,2023,0.411
1465025,Domestic assembly,New car,Sedan,0,Red,Black,4,5,Petrol,1.6,Automatic,FWD,6.6,Hyundai,Elantra,2022,0.62
1465065,Domestic assembly,New car,SUV,0,White,Brown,5,7,Petrol,2.5,Automatic,AWD,9.4,Hyundai,Santa_Fe,2023,1.205
1465078,Domestic assembly,New car,Sedan,0,Red,Black,4,5,Petrol,1.6,Automatic,FWD,6.3,Hyundai,Elantra,2023,0.769
1465099,Domestic assembly,New car,SUV,0,White,Brown,5,7,Petrol,2.5,Automatic,FWD,9.4,Hyundai,Santa_Fe,2023,1.01
1465123,Domestic assembly,New car,Hatchback,0,Red,Black,5,5,Petrol,1.25,Automatic,FWD,6.7,Hyundai,i10,2023,0.412
1467840,Imported,New car,Van/Minivan,0,Black,Grey,5,7,Petrol,1.5,Automatic,FWD,0,Hyundai,Stargazer,2022,0.605
1508142,Domestic assembly,New car,Truck,0,White,Grey,2,2,Petrol,1,Manual,RFD,10.1,Suzuki,Super_Carry,2021,0.249
1519607,Domestic assembly,New car,Crossover,0,White,Black,5,5,Diesel,2,Automatic,FWD,9.1,Hyundai,Tucson,2023,1.045
1570629,Domestic assembly,New car,Truck,0,White,Grey,2,2,Petrol,1,Manual,RFD,10.1,Suzuki,Super_Carry,2022,0.282
1570743,Domestic assembly,New car,Truck,0,White,Grey,2,2,Petrol,1,Manual,RFD,10.1,Suzuki,Super_Carry,2022,0.249
1570896,Domestic assembly,New car,Truck,0,Green,Grey,2,2,Petrol,1,Manual,RFD,10.1,Suzuki,Super_Carry,2022,0.282
1580673,Domestic assembly,New car,Sedan,0,White,Grey,4,5,Petrol,1.4,Automatic,FWD,8.8,Hyundai,Accent,2023,0.512
1599616,Domestic assembly,New car,Crossover,0,Grey,Sand,5,8,Petrol,2,Automatic,RFD,11,Toyota,Innova,2023,0.87
1625985,Domestic assembly,New car,Crossover,0,Copper,Brown,5,8,Petrol,2,Automatic,RFD,11,Toyota,Innova,2023,0.81
1660868,Domestic assembly,New car,SUV,0,White,Cream,5,7,Petrol,1.5,Automatic,FWD,7.3,Honda,CR-V,2023,0.898
1668465,Imported,New car,Crossover,0,Grey,Black,5,5,Petrol,1.5,Automatic,FWD,7.4,Hyundai,Creta,2022,0.618
1733151,Domestic assembly,New car,Crossover,0,Red,Grey,5,8,Petrol,2,Automatic,RFD,11,Toyota,Innova,2023,0.885
1736820,Imported,New car,Pickup,0,Orange,Black,4,5,Diesel,2.4,Automatic,RFD,10.5,Toyota,Hilux,2023,0.706
1784799,Imported,New car,Sedan,0,White,Grey,4,5,Petrol,1.4,Automatic,FWD,6.9,Suzuki,Ciaz,2022,0.534
1799555,Imported,New car,Truck,0,White,Grey,2,2,Petrol,1.5,Manual,RFD,23.3,Suzuki,Carry,2022,0.325
1799592,Imported,New car,Truck,0,White,Grey,2,2,Petrol,1.5,Manual,RFD,23.3,Suzuki,Carry,2022,0.299
1807887,Imported,New car,SUV,0,White,Black,5,7,Diesel,2.4,Automatic,RFD,10.9,Mitsubishi,Pajero_Sport,2023,1.13
1875988,Imported,New car,Crossover,0,Red,Black,5,5,Petrol,1.5,Automatic,FWD,7.4,Hyundai,Creta,2022,0.618
1876186,Imported,New car,Crossover,0,Black,Black,5,5,Petrol,1.5,Automatic,FWD,7.4,Hyundai,Creta,2022,0.618
1876223,Domestic assembly,New car,Sedan,0,White,Grey,4,5,Petrol,1.4,Automatic,FWD,8.8,Hyundai,Accent,2023,0.463
1876299,Imported,New car,Crossover,0,Grey,Black,5,5,Petrol,1.5,Automatic,FWD,7.4,Hyundai,Creta,2022,0.706
1888442,Domestic assembly,New car,Crossover,0,White,Black,5,5,Petrol,2,Automatic,FWD,9.1,Hyundai,Tucson,2023,0.928
1939983,Domestic assembly,New car,Sedan,0,White,Grey,4,5,Petrol,1.4,Manual,FWD,8.8,Hyundai,Accent,2023,0.405
1977257,Domestic assembly,New car,SUV,0,Green,Cream,5,5,Petrol,2,Automatic,RFD,9.4,Mercedes-Benz,GLC200,2022,1.859
2001944,Imported,New car,Hatchback,0,Green,Black,5,5,Petrol,1.2,Automatic,FWD,6.1,Suzuki,Swift,2022,0.549
2048368,Imported,New car,Hatchback,0,Green,Grey,5,5,Petrol,1.2,Automatic,FWD,5.9,Suzuki,Swift,2023,0.559
2050181,Domestic assembly,New car,Hatchback,0,White,Black,5,5,Petrol,1.5,Automatic,FWD,7.8,Mazda,3,2023,0.639
2052733,Imported,New car,Sedan,0,Black,Cream,4,5,Petrol,1.8,Automatic,FWD,7.3,Toyota,Corolla_altis,2023,0.719
2052839,Domestic assembly,New car,Van/Minivan,0,Yellow,Colorful,4,16,Diesel,2.2,Manual,RFD,16.9,Ford,Transit,2023,0.849
2055450,Imported,New car,SUV,0,Red,Brown,5,7,Diesel,2,Automatic,4WD,10.8,Ford,Everest,2023,1.482
2056515,Imported,New car,Hatchback,0,White,Black,5,5,Petrol,1.2,Manual,FWD,8.4,Toyota,Wigo,2023,0.352
2062513,Imported,New car,Hatchback,0,Red,Black,5,5,Petrol,1.2,Automatic,FWD,8.4,Toyota,Wigo,2023,0.385
2094956,Imported,New car,SUV,0,Green,Red,5,5,Petrol,4,Automatic,AWD,8,Mercedes-Benz,G63,2022,11.75
2112854,Domestic assembly,New car,Sedan,0,White,Brown,4,5,Petrol,1.5,Automatic,RFD,4.4,Mercedes-Benz,C200,2022,1.789
2142752,Domestic assembly,New car,Sedan,0,Red,Black,4,5,Petrol,1.5,Manual,FWD,8.1,Toyota,Vios,2023,0.458
2165805,Domestic assembly,New car,SUV,0,White,Black,5,5,Petrol,2,Automatic,FWD,9.4,Mazda,CX-5,2023,0.739
2255425,Domestic assembly,New car,Sedan,0,White,Brown,4,5,Petrol,2,Automatic,RFD,12.6,Mercedes-Benz,C300,2022,2.099
2255426,Imported,New car,Sedan,0,Black,Cream,4,5,Petrol,3,Automatic,RFD,3.7,Mercedes-Benz,S450,2022,5.039
2261455,Imported,Used car,SUV,78000,Yellow,Black,5,7,Petrol,3.6,Automatic,AWD,12.3,Audi,Q7,2009,0.58
2267738,Imported,New car,SUV,0,White,Black,5,7,Petrol,2,Automatic,AWD,8.4,Mercedes-Benz,GLB35,2022,2.228
2274966,Domestic assembly,New car,Sedan,0,Yellow,Cream,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota,Vios,2023,0.546
2301154,Domestic assembly,New car,Pickup,0,Red,Black,4,5,Diesel,2,Automatic,4WD,11.7,Ford,Ranger,2023,0.979
2301669,Domestic assembly,New car,Van/Minivan,0,White,Cream,4,16,Diesel,2.2,Manual,RFD,16.9,Ford,Transit,2023,0.849
2301707,Imported,New car,SUV,0,White,Black,5,7,Diesel,2,Automatic,4WD,10.8,Ford,Everest,2023,1.475
2302095,Imported,New car,SUV,0,Green,Black,5,5,Petrol,2,Automatic,AWD,9.6,Subaru,Forester,2022,0.999
2314021,Imported,New car,SUV,0,Copper,Black,5,7,Diesel,2,Automatic,4WD,10.8,Ford,Everest,2023,1.468
2324881,Domestic assembly,New car,Crossover,0,White,Brown,5,8,Petrol,2,Automatic,RFD,11,Toyota,Innova,2023,0.87
2324982,Imported,New car,Hatchback,0,Red,Cream,5,5,Petrol,1.5,Automatic,FWD,6.2,Toyota,Yaris,2023,0.684
2373043,Domestic assembly,New car,SUV,0,White,Black,5,5,Petrol,2,Automatic,FWD,9.4,Mazda,CX-5,2023,0.759
2417656,Imported,New car,Sedan,0,Red,Black,4,5,Petrol,1.5,Automatic,FWD,7.6,Honda,Civic,2023,0.875
2439373,Domestic assembly,New car,Pickup,0,White,Black,4,5,Diesel,2.2,Manual,4WD,11.7,Ford,Ranger,2023,0.669
2446532,Domestic assembly,New car,Pickup,0,Black,Black,4,5,Diesel,2.2,Automatic,RFD,11.7,Ford,Ranger,2023,0.707
2446553,Domestic assembly,New car,Van/Minivan,0,White,Silver,4,3,Diesel,2.2,Manual,RFD,16.9,Ford,Transit,2023,0.849
2450325,Domestic assembly,New car,Crossover,0,White,Black,5,5,Diesel,2,Automatic,FWD,8.2,Hyundai,Tucson,2022,0.896
2450364,Domestic assembly,New car,Sedan,0,Red,Cream,4,5,Petrol,1.4,Automatic,FWD,8.8,Hyundai,Accent,2022,0.472
2450413,Domestic assembly,New car,SUV,0,Silver,Brown,5,7,Diesel,2.2,Automatic,AWD,8.9,Hyundai,Santa_Fe,2022,1.211
2453826,Imported,New car,Truck,0,White,Cream,2,3,Diesel,3.9,Manual,RFD,18.6,Hyundai,HD,2017,0.5
2457664,Domestic assembly,New car,Sedan,0,White,Cream,4,5,Petrol,1.4,Automatic,FWD,8.8,Hyundai,Accent,2022,0.482
2457673,Domestic assembly,New car,Sedan,0,White,Grey,4,5,Petrol,1.4,Manual,FWD,8.8,Hyundai,Accent,2022,0.406
2457693,Domestic assembly,New car,Sedan,0,White,Colorful,4,5,Petrol,1.25,Automatic,FWD,6.7,Hyundai,i10,2023,0.399
2457804,Domestic assembly,New car,Hatchback,0,White,Black,5,5,Petrol,1.25,Manual,FWD,6.7,Hyundai,i10,2022,0.333
2486139,Imported,New car,Hatchback,0,White,Black,5,5,Petrol,1.2,Automatic,FWD,5.9,Suzuki,Swift,2023,0.559
2519967,Imported,New car,Sedan,0,Black,Brown,4,5,Petrol,3,Automatic,RFD,3.7,Mercedes-Benz,S450,2022,5.379
2520372,Domestic assembly,New car,SUV,0,White,Black,5,5,Petrol,2,Automatic,AWD,9.4,Mercedes-Benz,GLC200,2022,2.129
2520901,Domestic assembly,New car,SUV,0,White,Brown,5,7,Diesel,2.2,Automatic,AWD,8.9,Hyundai,Santa_Fe,2022,1.211
2538257,Imported,New car,SUV,0,Silver,Grey,5,7,Petrol,1.5,Manual,FWD,9.1,Suzuki,Ertiga,2022,0.499
2544507,Domestic assembly,New car,Sedan,0,Sand,Cream,4,5,Petrol,1.4,Automatic,FWD,8.8,Hyundai,Accent,2022,0.512
2545177,Imported,New car,Crossover,0,Black,Black,5,5,Petrol,1.5,Automatic,FWD,7.4,Hyundai,Creta,2022,0.628
2545232,Domestic assembly,New car,Crossover,0,White,Black,5,5,Petrol,2,Automatic,FWD,8.2,Hyundai,Tucson,2022,0.756
2545268,Domestic assembly,New car,SUV,0,Red,Brown,5,7,Petrol,2.5,Automatic,AWD,8.9,Hyundai,Santa_Fe,2022,1.122
2545274,Domestic assembly,New car,SUV,0,Black,Brown,5,7,Petrol,2.5,Automatic,AWD,8.9,Hyundai,Santa_Fe,2022,1.126
2545864,Domestic assembly,New car,SUV,0,White,Brown,5,7,Petrol,2.5,Automatic,FWD,8.9,Hyundai,Santa_Fe,2022,0.971
2545890,Domestic assembly,New car,Hatchback,0,Red,Black,5,5,Petrol,1.25,Automatic,FWD,6.7,Hyundai,i10,2023,0.399
2551314,Domestic assembly,New car,Crossover,0,Black,Black,5,5,Petrol,2,Automatic,FWD,8.2,Hyundai,Tucson,2022,0.786
2559761,Domestic assembly,New car,Van/Minivan,0,White,Cream,5,8,Diesel,2.2,Automatic,FWD,8.9,Kia,Carnival,2022,1.179
2572566,Imported,New car,Wagon,0,White,Brown,5,5,Petrol,2,Automatic,AWD,5.4,Volvo,V60,2023,2.367
2572605,Imported,New car,SUV,0,Yellow,Brown,5,5,Petrol,2,Automatic,AWD,7,Volvo,XC60,2023,2.088
2572676,Imported,New car,SUV,0,Yellow,Brown,5,7,Hybrid,2,Automatic,AWD,10.4,Volvo,XC90,2023,4.37
2574165,Domestic assembly,New car,SUV,0,Colorful,Black,5,7,Petrol,2.5,Automatic,AWD,9.9,Mazda,CX-8,2022,1.169
2575236,Domestic assembly,New car,SUV,0,White,Brown,5,7,Diesel,2.4,Manual,RFD,9.5,Toyota,Fortuner,2022,0.99
2597782,Domestic assembly,New car,SUV,0,White,Black,5,7,Petrol,2.5,Automatic,FWD,9.9,Mazda,CX-8,2022,0.997
2613860,Imported,New car,SUV,0,Silver,Black,5,7,Diesel,2,Automatic,4WD,10.8,Ford,Everest,2023,1.468
2613878,Imported,New car,SUV,0,Grey,Black,5,7,Diesel,2,Automatic,RFD,10.8,Ford,Everest,2023,1.178
2613899,Domestic assembly,New car,Pickup,0,Red,Black,4,5,Diesel,2.2,Automatic,4WD,11.7,Ford,Ranger,2023,0.864
2613995,Domestic assembly,New car,SUV,0,Red,Green,5,5,Petrol,1.5,Automatic,FWD,9.3,Ford,Territory,2023,0.909
2614014,Imported,New car,SUV,0,Red,Black,5,7,Petrol,2.3,Automatic,AWD,12.4,Ford,Explorer,2023,2.439
2614057,Domestic assembly,New car,Pickup,0,Grey,Black,4,5,Diesel,2,Automatic,4WD,11.7,Ford,Ranger,2023,0.979
2614112,Domestic assembly,New car,SUV,0,Black,Green,5,5,Petrol,1.5,Automatic,FWD,9.3,Ford,Territory,2023,0.954
2614182,Imported,New car,Pickup,0,White,Black,4,5,Diesel,2,Automatic,4WD,11.7,Ford,Ranger,2023,1.299
2676458,Domestic assembly,New car,SUV,0,Red,Black,5,5,Petrol,2.5,Automatic,AWD,9.4,Mazda,CX-5,2023,0.922
2681162,Imported,New car,SUV,0,White,Black,5,7,Petrol,1.5,Manual,FWD,9.1,Suzuki,Ertiga,2022,0.499
2720166,Domestic assembly,New car,SUV,0,Red,Black,5,5,Petrol,1.5,Automatic,FWD,9.3,Ford,Territory,2023,0.884
2751459,Imported,New car,SUV,0,White,Black,5,7,Petrol,2.7,Automatic,RFD,9.5,Toyota,Fortuner,2022,1.165
2769939,Domestic assembly,New car,SUV,0,White,Black,5,5,Petrol,2,Automatic,FWD,9.4,Mazda,CX-5,2023,0.759
2772550,Domestic assembly,New car,SUV,0,White,Colorful,5,5,Petrol,2,Automatic,FWD,9.8,Mazda,CX-5,2022,0.759
2808129,Imported,New car,Truck,0,White,Grey,2,2,Petrol,1.5,Manual,RFD,23.3,Suzuki,Carry,2022,0.318
2813199,Imported,New car,Truck,0,White,Grey,2,2,Petrol,1.5,Manual,RFD,23.3,Suzuki,Carry,2023,0.324
2867693,Imported,New car,Pickup,0,White,Grey,4,5,Diesel,2.4,Automatic,RFD,12.3,Mitsubishi,Triton,2023,0.65
2906381,Domestic assembly,New car,SUV,0,Red,Black,5,5,Petrol,2,Automatic,FWD,9.4,Mazda,CX-5,2023,0.819
2906419,Domestic assembly,New car,SUV,0,Red,Black,5,5,Petrol,2.5,Automatic,AWD,9.4,Mazda,CX-5,2023,0.959
2906554,Domestic assembly,New car,SUV,0,Red,Black,5,5,Petrol,2,Automatic,FWD,9.4,Mazda,CX-5,2023,0.769
2906562,Domestic assembly,New car,SUV,0,White,Black,5,5,Petrol,2,Automatic,FWD,9.4,Mazda,CX-5,2023,0.759
2928467,Domestic assembly,New car,Hatchback,0,Red,Red,5,5,Petrol,1.5,Automatic,FWD,7.8,Mazda,3,2023,0.679
2930139,Imported,New car,Pickup,0,Black,Black,4,5,Diesel,2.4,Automatic,RFD,12.3,Mitsubishi,Triton,2023,0.65
2963299,Imported,New car,Hatchback,0,Red,Cream,5,5,Petrol,1.5,Automatic,FWD,7.5,Mazda,2 Sport,2023,0.517
2971738,Domestic assembly,New car,Pickup,0,Black,Black,4,5,Diesel,2.2,Automatic,RFD,11.7,Ford,Ranger,2023,0.688
2978446,Domestic assembly,New car,Pickup,0,Black,Colorful,4,5,Diesel,2.2,Automatic,4WD,11.7,Ford,Ranger,2023,0.77
2986873,Domestic assembly,New car,SUV,0,White,Black,5,7,Diesel,2.4,Automatic,RFD,9.5,Toyota,Fortuner,2022,1.055
2990472,Imported,New car,Coupe,0,Grey,Red,4,5,Petrol,3,Automatic,AWD,11.6,Mercedes-Benz,AMG_GT,2022,6.719
3019216,Domestic assembly,New car,Sedan,0,White,Cream,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota,Vios,2023,0.545
3022512,Imported,New car,Van/Minivan,0,Black,Black,5,7,Petrol,3.5,Automatic,FWD,15.2,Toyota,Alphard,2023,4.28
3035229,Domestic assembly,New car,Sedan,0,White,Black,4,5,Petrol,1.5,Automatic,FWD,7.8,Mazda,3,2023,0.579
3080407,Imported,New car,Pickup,0,Orange,Black,4,5,Diesel,2,Automatic,4WD,11.7,Ford,Ranger,2023,1.299
3080432,Domestic assembly,New car,Pickup,0,White,Black,4,5,Diesel,2.2,Automatic,4WD,11.7,Ford,Ranger,2023,0.78
3080452,Domestic assembly,New car,Pickup,0,Colorful,Black,4,5,Diesel,2.2,Automatic,RFD,11.7,Ford,Ranger,2023,0.628
3080537,Domestic assembly,New car,Pickup,0,Yellow,Black,4,5,Diesel,2,Automatic,4WD,11.7,Ford,Ranger,2023,0.91
3082618,Imported,New car,SUV,0,White,Brown,5,5,Petrol,2,Automatic,AWD,8,LandRover,Range_Rover_Velar,2021,5.09
3082772,Imported,New car,SUV,0,Red,Black,5,7,Petrol,3,Automatic,AWD,8,LandRover,Range_Rover_Sport,2021,7.055
3120496,Domestic assembly,New car,Pickup,0,White,Black,4,5,Diesel,2.2,Automatic,RFD,11.7,Ford,Ranger,2023,0.688
3121163,Domestic assembly,New car,SUV,0,Black,Grey,5,7,Diesel,2.4,Automatic,RFD,9.5,Toyota,Fortuner,2022,1.118
3121183,Domestic assembly,New car,SUV,0,Silver,Grey,5,7,Diesel,2.4,Manual,RFD,9.5,Toyota,Fortuner,2022,1.026
3130018,Imported,New car,Sedan,0,Red,Black,4,5,Petrol,1.2,Automatic,FWD,6.2,Mitsubishi,Attrage,2022,0.442
3136657,Domestic assembly,New car,SUV,0,Red,Colorful,5,5,Petrol,2,Automatic,FWD,9.8,Mazda,CX-5,2022,0.819
3140118,Imported,New car,Sedan,0,White,Different color,4,5,Petrol,1.2,Manual,FWD,6.2,Mitsubishi,Attrage,2022,0.38
3141880,Imported,New car,SUV,0,Black,Brown,5,7,Petrol,3,Automatic,AWD,11.2,Mercedes-Benz,GLS450,2023,5.139
3147841,Imported,New car,Truck,0,White,Grey,2,2,Petrol,1.5,Manual,RFD,23.3,Suzuki,Carry,2023,0.349
3155495,Domestic assembly,Used car,Sedan,59000,Yellow,Cream,4,5,Petrol,1.5,Manual,FWD,9.3,Toyota,Vios,2016,0.311
3157424,Imported,New car,Hatchback,0,Green,Different color,5,5,Petrol,1.5,Automatic,FWD,7.5,Mazda,2 Sport,2023,0.479
3164466,Domestic assembly,New car,SUV,0,Red,Black,5,5,Petrol,2,Automatic,FWD,9.4,Mazda,CX-5,2023,0.799
3164470,Domestic assembly,New car,SUV,0,Green,Black,5,5,Petrol,2,Automatic,FWD,9.4,Mazda,CX-5,2023,0.739
3164574,Domestic assembly,New car,SUV,0,White,Black,5,5,Petrol,2,Automatic,FWD,9.4,Mazda,CX-5,2023,0.759
3167410,Domestic assembly,New car,SUV,0,Red,Colorful,5,5,Petrol,2,Automatic,RFD,9.4,Mercedes-Benz,GLC200,2022,1.859
3175737,Imported,New car,SUV,0,Red,Brown,5,7,Diesel,2,Automatic,RFD,10.8,Ford,Everest,2023,1.209
3177271,Domestic assembly,New car,Pickup,0,White,Grey,4,5,Diesel,2.2,Automatic,RFD,12.1,Ford,Ranger,2022,0.667
3177628,Domestic assembly,New car,Pickup,0,White,Grey,4,5,Diesel,2.2,Manual,4WD,12.1,Ford,Ranger,2022,0.629
3182786,Imported,New car,Crossover,0,White,Grey,5,7,Petrol,1.5,Automatic,RFD,7.6,Toyota,Avanza,2023,0.578
3184510,Imported,New car,Sedan,0,White,Black,4,5,Petrol,1.2,Automatic,FWD,6.2,Mitsubishi,Attrage,2023,0.465
3184524,Imported,New car,Sedan,0,White,Black,4,5,Petrol,1.2,Manual,FWD,6.2,Mitsubishi,Attrage,2023,0.38
3192117,Imported,New car,SUV,0,Orange,Grey,5,7,Petrol,1.5,Automatic,FWD,12.4,Suzuki,XL7,2023,0.53
3193673,Imported,New car,SUV,0,White,Brown,5,7,Diesel,2,Automatic,4WD,10.8,Ford,Everest,2022,1.368
3197114,Imported,Used car,Sedan,85000,White,Cream,4,5,Petrol,3.5,Automatic,RFD,13.5,Mercedes-Benz,S350,2006,0.535
3201559,Imported,New car,SUV,0,Black,Black,5,7,Petrol,1.5,Automatic,FWD,12.4,Suzuki,XL7,2022,0.599
3204865,Imported,New car,SUV,0,Black,Brown,5,5,Petrol,3,Automatic,AWD,12.4,LandRover,Range_Rover,2021,11.6
3207222,Imported,New car,Sedan,0,Black,Brown,4,5,Petrol,2,Automatic,RFD,13,BMW,7_Series,2022,4.279
3208184,Imported,New car,SUV,0,White,Black,5,7,Petrol,2.7,Automatic,4WD,12.2,Toyota,Prado,2023,2.588
